symbol,price,price_date,name,type
1142595,1.1797,2026-07-23,פז אנרגיה אגח ז,"אג""ח קונצרני"
1142629,1.1778,2026-07-23,גירון אגח ז,"אג""ח קונצרני"
1143080,1.0018,2026-07-23,סלקום אגח יב,"אג""ח קונצרני"
1143122,0.9635,2026-07-23,הראל הנפ אגח יד,"אג""ח קונצרני"
1143130,0.9526,2026-07-23,הראל הנפ אגח טו,"אג""ח קונצרני"
1143163,1.2131,2026-07-23,מישורים אגח ח,"אג""ח קונצרני"
1143379,0.9971,2026-07-23,אוריין אגח ב,"אג""ח קונצרני"
1143395,1.0029,2026-07-23,סאמיט אגח י,"אג""ח קונצרני"
1143411,0.9917,2026-07-23,מנורה הון התח ה,"אג""ח קונצרני"
1143429,678.8,2026-07-23,פתאל החזקות,מניה רגילה
1143585,0.9849,2026-07-23,עמידר אגח א,"אג""ח קונצרני"
1143619,4.48,2026-07-23,רני צים,מניה רגילה
1143635,16.34,2026-07-23,חג'ג' אירופה,מניה רגילה
1144773,31.44,2026-07-23,יוניברסל מוטורס,מניה רגילה
1144781,14,2026-07-23,ג'י.פי גלובל-ש,מניה רגילה
1145564,1.1917,2026-07-23,נמלי ישראל אגחא,"אג""ח קונצרני"
1145572,1.19,2026-07-23,נמלי ישראל אגחב,"אג""ח קונצרני"
1147479,0.8792,2026-07-23,תומר אנרגיהאגחא,"אג""ח קונצרני"
1147487,104.9,2026-07-23,גלוברנדס,מניה רגילה
1147503,1.2301,2026-07-23,נתיבי גז אגח ד,"אג""ח קונצרני"
1147602,1.1926,2026-07-23,מגה אור אגח ח,"אג""ח קונצרני"
1147685,15.43,2026-07-23,כרמל קורפ,מניה רגילה
1147750,0.396,2026-07-23,רותם אנרגיה יהש,יחידת השתתפות
1150879,0.9922,2026-07-23,ממשל שקלית 0928,"אג""ח ממשלתי שחר"
1150903,1.2,2026-07-23,ויתניה אגח ה,"אג""ח קונצרני"
1151117,1.1962,2026-07-23,ביג אגח יא,"אג""ח קונצרני"
1155290,32.67,2026-07-23,אנרג'יאן,מניה רגילה
1155522,1.0121,2026-07-23,פניקס הון אגח ט,"אג""ח קונצרני"
1155928,1.1984,2026-07-23,מניבים ריט אגחב,"אג""ח קונצרני"
1155951,0.7875,2026-07-23,שמוס אגח א,"אג""ח מרובה פדיונות"
1156025,1.041,2026-07-23,הכש חב בטוחאגח4,"אג""ח קונצרני"
1156041,1.0228,2026-07-23,מגדל הון אגח ז,"אג""ח קונצרני"
1156231,1.2232,2026-07-23,ביג אגח יב,"אג""ח קונצרני"
1156280,11.5,2026-07-23,ג'י וואן,מניה רגילה
1156397,1.0037,2026-07-23,פרטנר אגח ז,"אג""ח קונצרני"
1156603,1.1936,2026-07-23,עזריאלי אגח ה,"אג""ח קונצרני"
1156611,1.201,2026-07-23,עזריאלי אגח ו,"אג""ח קונצרני"
1156926,2.84,2026-07-23,ג'נריישן קפיטל,מניה רגילה
1157023,1.1608,2026-07-23,ממשל צמודה 0529,"אג""ח ממשלתי גליל"
1157114,4.836,2026-07-23,יוטרון,מניה רגילה
1157403,10.99,2026-07-23,ישראכרט,מניה רגילה
1157569,1.1859,2026-07-23,רבוע נדלן אגח ח,"אג""ח קונצרני"
1157668,1.003,2026-07-23,שלמה נדלן אגח ד,"אג""ח קונצרני"
1157700,1.0059,2026-07-23,דור אלון אגח ז,"אג""ח קונצרני"
1158161,23.06,2026-07-23,שירותי בנק אוטו,מניה רגילה
1158468,1.1555,2026-07-23,מקורות אגח 10,"אג""ח קונצרני"
1158476,1.085,2026-07-23,מקורות אגח 11,"אג""ח קונצרני"
1158609,1.1656,2026-07-23,אמות אגח ו,"אג""ח קונצרני"
1158732,1.1711,2026-07-23,אלבר אגח יז,"אג""ח קונצרני"
1158740,0.9972,2026-07-23,אלבר אגח יח,"אג""ח קונצרני"
1158823,0.549,2026-07-23,באטמ,מניה רגילה
1158989,19.93,2026-07-23,איישרס.חוץ JPM EM BOND,"אג""ח בחו""ל-אג""ח בחו""ל - אחר"
1159029,129.1,2026-07-23,הבורסה לניע בתא,מניה רגילה
1159060,786.06,2026-07-23,איישרס.חוץ US TIPS,"אג""ח בחו""ל-ממשלתיות חשופת מט""ח"
1159078,22.9638,2026-07-23,איישרס.חוץ HY CORP BOND,"אג""ח בחו""ל-בחו""ל שאינן בדירוג השקעה (High Yield)"
1159086,20.1369,2026-07-23,איישרס.חוץFLOAT RATE BOND,"אג""ח בחו""ל-חברות והמרה חשופת מט""ח - קצר"
1159094,367,2026-07-23,איישרס.חוץ MSCI EUROPE,"מניות בחו""ל-מניות גיאוגרפי - חשופת מט""ח-אירופה- שווקים מפותחים"
1159102,17.795,2026-07-23,איישרס.חוץ GLB AGG BOND,"אג""ח בחו""ל-חברות והמרה חשופת מט""ח"
1159110,18.39,2026-07-23,איישרס.חוץ MSCI CHINA,"מניות בחו""ל-מניות גיאוגרפי - חשופת מט""ח-אסיה ופסיפיק- שווקים מתעוררים"
1159128,28.81,2026-07-23,איישרס.חוץ HEALTHCARE INN,"מניות בחו""ל-מניות לפי ענפים בחו""ל - חשופת מט""ח-Health Care"
1159136,34.51,2026-07-23,איישרס.חוץ DIGITALISATION,"מניות בחו""ל-מניות לפי ענפים בחו""ל - חשופת מט""ח-Technology"
1159144,60.47,2026-07-23,איישרס.חוץ ROBOT&AUTOMAT,"מניות בחו""ל-מניות לפי ענפים בחו""ל - חשופת מט""ח-Robotics"
1159151,19.45,2026-07-23,איישרס.חוץ SHORT DUR BOND,"אג""ח בחו""ל-חברות והמרה חשופת מט""ח - קצר"
1159169,162.4,2026-07-23,איישרס.חוץ MSCI EM,"מניות בחו""ל-מניות גיאוגרפי - חשופת מט""ח-גלובלי- שווקים מתעוררים"
1159177,18.2192,2026-07-23,איישרס.חוץ TRSY BOND 1-3Y,"אג""ח בחו""ל-ממשלתיות חשופת מט""ח - קצר"
1159185,18.78,2026-07-23,איישרס.חוץ CORP BOND USD,"אג""ח בחו""ל-חברות והמרה חשופת מט""ח"
1159193,149.8,2026-07-23,איישרס.חוץ P TECHNOLOGY&S,"מניות בחו""ל-מניות לפי ענפים בחו""ל - חשופת מט""ח-Information technology"
1159201,39.63,2026-07-23,איישרס.חוץ P HEALTHCARE&S,"מניות בחו""ל-מניות לפי ענפים בחו""ל - חשופת מט""ח-Health Care"
1159219,50.59,2026-07-23,איישרס.חוץ P FINANCIALS&S,"מניות בחו""ל-מניות לפי ענפים בחו""ל - חשופת מט""ח-Financial"
1159227,50.1,2026-07-23,איישרס.חוץ P CONS DISCR&S,"מניות בחו""ל-מניות לפי ענפים בחו""ל - חשופת מט""ח-Consumer Discretionary"
1159235,370,2026-07-23,איישרס.חוץ MSCI ACWI,"מניות בחו""ל-מניות גלובליות - חשופת מט""ח"
1159243,5098,2026-07-23,איישרס.חוץ NASDAQ 100,"מניות בחו""ל-מניות גיאוגרפי - חשופת מט""ח-אמריקה- שווקים מפותחים"
1159250,2475.5,2026-07-23,איישרס.חוץ P 500&S,"מניות בחו""ל-מניות גיאוגרפי - חשופת מט""ח-אמריקה- שווקים מפותחים"
1159268,467.6,2026-07-23,איישרס.חוץ TRSYBOND 7-10Y,"אג""ח בחו""ל-ממשלתיות חשופת מט""ח - ארוך"
1159276,435.47,2026-07-23,איישרס.חוץ TRSY BOND 3-7Y,"אג""ח בחו""ל-ממשלתיות חשופת מט""ח - בינוני"
1159359,0.9728,2026-07-23,פניקס הון אגחיא,"אג""ח קונצרני"
1159516,1.1518,2026-07-23,ביג אגח יג,"אג""ח קונצרני"
1160241,1.0019,2026-07-23,מנורה הון התח ו,"אג""ח קונצרני"
1160258,0.9936,2026-07-23,נמקו אגח ב,"אג""ח קונצרני"
1160597,0.9925,2026-07-23,סילברסטין אגח ב,"אג""ח קונצרני"
1160647,0.9629,2026-07-23,כלל הון אגח יא,"אג""ח קונצרני"
1160670,1.1736,2026-07-23,יוניברסל אגח ג,"אג""ח קונצרני"
1160878,0.9941,2026-07-23,אפי נכסים אגח י,"אג""ח קונצרני"
1160944,1.1056,2026-07-23,ארפורט אגח ט,"אג""ח קונצרני"
1160985,0.915,2026-07-23,ממשל שקלית 0330,"אג""ח ממשלתי שחר"
1161264,351.1,2026-07-23,יוחננוף,מניה רגילה
1161322,0.9915,2026-07-23,ווסטדייל אגח ב,"אג""ח קונצרני"
1161348,0.9983,2026-07-23,מדיפאואר אגח ב,"אג""ח קונצרני"
1161371,0.9695,2026-07-23,מיטב השק אגח ד,"אג""ח קונצרני"
1161454,0.9728,2026-07-23,הראל הנפ אגח יז,"אג""ח קונצרני"
1161678,0.9951,2026-07-23,אלדן תחבו אגח ו,"אג""ח קונצרני"
1161751,0.9685,2026-07-23,אנרג'יקס אגח א,"אג""ח קונצרני"
1161769,1.1684,2026-07-23,ירושליםהנ אגחטו,"אג""ח קונצרני"
1161785,0.9548,2026-07-23,פתאל החז אגח ג,"אג""ח קונצרני"
1162221,1.1604,2026-07-23,ביג אגח טו,"אג""ח קונצרני"
1162353,0.9921,2026-07-23,קרדן נדלן אגח ד,"אג""ח קונצרני"
1162502,1.0682,2026-07-23,הראל פיקד אגח ב,"אג""ח מובנות"
1162544,0.966,2026-07-23,טמפו משק אגח ג,"אג""ח קונצרני"
1162577,1.123,2026-07-23,אלה פקדון אגח ה,"אג""ח מובנות"
1162775,6.022,2026-07-23,ריט אזורים ליוי,מנית ריט
1162817,0.9638,2026-07-23,פז אנרגיה אגח ח,"אג""ח קונצרני"
1162825,0.9963,2026-07-23,אפריקה מג אגח ה,"אג""ח קונצרני"
1162866,0.9518,2026-07-23,אמות אגח ז,"אג""ח קונצרני"
1163062,0.3884,2026-07-23,פסיפיק אגח ב,"אג""ח קונצרני"
1165141,1.152,2026-07-23,מגה אור אגח ט,"אג""ח קונצרני"
1165307,10.23,2026-07-23,טכנ גילוי אש גז,מניה רגילה
1166057,1.2122,2026-07-23,או פי סי אגח ב,"אג""ח קונצרני"
1166180,0.785,2026-07-23,ממשל שקלית 0537,"אג""ח ממשלתי שחר"
1166552,0.9933,2026-07-23,ממשל משתנה 1130,אגח ממשלתי גילון חדש
1166693,0.01,2026-07-23,סייברוואן-ס,מניה רגילה
1166768,73.18,2026-07-23,דוראל אנרגיה,מניה רגילה
1166917,27.6,2026-07-23,סופרגז פאוור,מניה רגילה
1166974,11.88,2026-07-23,משק אנרגיה,מניה רגילה
1167147,1.1518,2026-07-23,סלע נדלן אגח ד,"אג""ח קונצרני"
1167360,0.9496,2026-07-23,סופרגז פא אגח א,"אג""ח קונצרני"
1167386,1.2398,2026-07-23,שכון ובי אגח 9,"אג""ח קונצרני"
1167501,1.056,2026-07-23,מילניום פוד יהש,יחידת השתתפות
1168038,1.0167,2026-07-23,פתאל אירו אגח ד,"אג""ח קונצרני"
1168186,612.9,2026-07-23,מימון ישיר,מניה רגילה
1168301,0.7827,2026-07-23,ממשל צמודה 1151,"אג""ח ממשלתי גליל"
1168368,0.9905,2026-07-23,דמרי אגח ט,"אג""ח קונצרני"
1168442,1.1705,2026-07-23,ביג אגח טז,"אג""ח קונצרני"
1168459,1.1696,2026-07-23,ביג אגח יז,"אג""ח קונצרני"
1168483,0.964,2026-07-23,אנרג'יקס אג ב,"אג""ח להמרה"
1168517,0.9792,2026-07-23,מגדלי תיכוןאגחה,"אג""ח קונצרני"
1168533,120.3,2026-07-23,מספנות ישראל,מניה רגילה
1168558,35.71,2026-07-23,מקס סטוק,מניה רגילה
1168657,2.4,2026-07-23,יוניקורן טכ יהש,יחידת השתתפות
1168962,2.509,2026-07-23,אלמדה יהש,יחידת השתתפות
1169127,1.0114,2026-07-23,אלון רבוע אגח ו,"אג""ח קונצרני"
1169481,0.575,2026-07-23,סמארט אגרו יהש,יחידת השתתפות
1169556,0.5471,2026-07-23,דה זראסאי אגח ה,"אג""ח קונצרני"
1169564,1.1924,2026-07-23,ממשל צמודה 0726,"אג""ח ממשלתי גליל"
1169648,0.875,2026-07-23,פטרוטקס אג ב,"אג""ח להמרה"
1169689,0.845,2026-07-23,ג'נסל,מניה רגילה
1169721,1.806,2026-07-23,פתאל החזקאג 1-ס,"אג""ח להמרה"
1169895,13.68,2026-07-23,סטארק פאוור,מניה רגילה
1169978,3.489,2026-07-23,סבוריט-ש,מניה רגילה
1170000,0.209,2026-07-23,יומן אקסטנשנס-ש,מניה רגילה
1170216,8.352,2026-07-23,פולירם,מניה רגילה
1170240,1.521,2026-07-23,ולוריקס,מניה רגילה
1170513,0.403,2026-07-23,בלייד ריינג'ר,מניה רגילה
1170539,0.475,2026-07-23,סונוביה,מניה רגילה
1170877,218.4,2026-07-23,נופר אנרג'י,מניה רגילה
1170893,24.12,2026-07-23,מניף,מניה רגילה
1170950,13.02,2026-07-23,מלרן,מניה רגילה
1171230,0.942,2026-07-23,אימד יהש,יחידת השתתפות
1171271,1.2105,2026-07-23,ריט 1 אגח ז,"אג""ח קונצרני"
1171305,1.1894,2026-07-23,מרכנתיל הנ אגחד,"אג""ח קונצרני"
1171529,34.93,2026-07-23,רותם שני,מניה רגילה
1171669,5.863,2026-07-23,מולטי ריטייל,מניה רגילה
1171818,12.42,2026-07-23,אב-גד,מניה רגילה
1171834,1.172,2026-07-23,רני צים אגח ב,"אג""ח קונצרני"
1171933,82.68,2026-07-23,נקסטפרם-ש,מניה רגילה
1172071,2.002,2026-07-23,אנרג'ין,מניה רגילה
1172097,4.992,2026-07-23,בלנדר,מניה רגילה
1172170,1.167,2026-07-23,ירושליםהנ אגחטז,"אג""ח קונצרני"
1172204,0.925,2026-07-23,הום ביוגז,מניה רגילה
1172220,1.099,2026-07-23,ממשל צמודה 1131,"אג""ח ממשלתי גליל"
1172253,0.9835,2026-07-23,יוניברסל אגח ד,"אג""ח קונצרני"
1172287,108.2,2026-07-23,סולאיר,מניה רגילה
1172295,0.96,2026-07-23,ביג-טק 50 יהש,יחידת השתתפות
1172337,354.2,2026-07-23,בלאקאדג',מניה רגילה
1172360,2.852,2026-07-23,פינרג'י,מניה רגילה
1172527,5.581,2026-07-23,רייזור,מניה רגילה
1172618,3.845,2026-07-23,בכורי שדה,מניה רגילה
1172725,0.9751,2026-07-23,קרדן נדלן אגח ה,"אג""ח קונצרני"
1172782,1.1367,2026-07-23,אמות אגח ח,"אג""ח קונצרני"
1172956,0.992,2026-07-23,אלומיי אג ד,"אג""ח להמרה"
1172972,0.861,2026-07-23,מאסיבית,מניה רגילה
1173137,120.4,2026-07-23,דניה סיבוס,מניה רגילה
1173145,18.99,2026-07-23,עלמא יסודות,מניה רגילה
1173178,1.369,2026-07-23,פיט השקעות יהש,יחידת השתתפות
1173228,14.57,2026-07-23,ווישור גלובלטק,מניה רגילה
1173343,1.008,2026-07-23,איי ארגנטו יהש,יחידת השתתפות
1173376,0.371,2026-07-23,איירטאצ,מניה רגילה
1173434,0.522,2026-07-23,פוםוום,מניה רגילה
1173491,49.4,2026-07-23,דיפלומט אחזקות,מניה רגילה
1173566,0.9801,2026-07-23,קרסו מוט' אגח ד,"אג""ח קונצרני"
1173582,0.362,2026-07-23,פליינג ספארק-ש,מניה רגילה
1173699,111,2026-07-23,דלתא מותגים,מניה רגילה
1173723,0.17,2026-07-23,ריטייל מיינדס-ש,מניה רגילה
1173764,0.9897,2026-07-23,אפי נכסים אגחיב,"אג""ח קונצרני"
1173855,15.85,2026-07-23,פוטומיין,מניה רגילה
1173871,2.263,2026-07-23,תיגי,מניה רגילה
1173905,0.346,2026-07-23,ביומיט פוד יהש,יחידת השתתפות
1174093,0.716,2026-07-23,טראקנט,מניה רגילה
1174184,16.65,2026-07-23,זוז אסטרטגיה,מניה רגילה
1174226,1.1579,2026-07-23,ביג אגח יח,"אג""ח קונצרני"
1174457,47.3,2026-07-23,פריים אנרג'י,מניה רגילה
1174556,1.1196,2026-07-23,רבוע נדלן אגח ט,"אג""ח קונצרני"
1174564,0.9678,2026-07-23,אלקטרהנדלן אגחו,"אג""ח קונצרני"
1174846,0.965,2026-07-23,יוניק-טק יהש,יחידת השתתפות
1175033,0.964,2026-07-23,נמלי ישר אגחד,"אג""ח קונצרני"
1175090,2.565,2026-07-23,שור-טק יהש,יחידת השתתפות
1175116,210.3,2026-07-23,נאייקס,מניה רגילה
1175132,0.9716,2026-07-23,שכון ובי אגח 10,"אג""ח קונצרני"
1175199,1.1084,2026-07-23,דור אלון אגח ח,"אג""ח קונצרני"
1175371,129.9,2026-07-23,ארגו פרופרטיז,מניה רגילה
1175439,41.59,2026-07-23,סופווייב,מניה רגילה
1175488,22.99,2026-07-23,ריטיילורס,מניה רגילה
1175496,12.55,2026-07-23,פרימוטק,מניה רגילה
1175561,1.625,2026-07-23,ביונ תלת מימד-ש,מניה רגילה
1175611,65.89,2026-07-23,תורפז,מניה רגילה
1175728,8.03,2026-07-23,נור,מניה רגילה
1175769,1.1019,2026-07-23,ריט אזורים אגחא,"אג""ח קונצרני"
1175819,6,2026-07-23,אבו מגורים,מנית ריט
1175934,19.74,2026-07-23,קיסטון אינפרא,מניה רגילה
1175975,1.1331,2026-07-23,מגוריט אגח ג,"אג""ח קונצרני"
1176114,21.13,2026-07-23,אי.טי.ג'י.איי,מניה רגילה
1176205,8.547,2026-07-23,קבוצת אקרשטיין,מניה רגילה
1176239,1.682,2026-07-23,שמיים,מניה רגילה
1176312,1.1721,2026-07-23,ירושליםהנפ נד17,אגח הוני ניתן למחיקה
1176346,3.822,2026-07-23,אידומו,מניה רגילה
1176387,49.9,2026-07-23,ורידיס,מניה רגילה
1176593,241.7,2026-07-23,נקסט ויז'ן,מניה רגילה
1176619,0.38,2026-07-23,אורה סמארט-ש,מניה רגילה
1176635,0.039,2026-07-23,בול מסחר-ש,מניה רגילה
1176700,11.22,2026-07-23,פלסאנמור,מניה רגילה
1176726,4.268,2026-07-23,גוטו,מניה רגילה
1176791,2.42,2026-07-23,מטריסלף,מניה רגילה
1176908,0.87,2026-07-23,פסיירקס ביו-טק,מניה רגילה
1176981,21.93,2026-07-23,ליברה,מניה רגילה
1177450,1.862,2026-07-23,איידנטי,מניה רגילה
1177518,6.754,2026-07-23,סולרום החז,מניה רגילה
1177526,1.127,2026-07-23,ג'נרישן קפ אגחב,"אג""ח קונצרני"
1177625,1.1267,2026-07-23,רכבת ישר אגח ג,"אג""ח קונצרני"
1177658,1.1379,2026-07-23,מניבים ריט אגחג,"אג""ח קונצרני"
1177765,1.251,2026-07-23,הייב 2040 יהש,יחידת השתתפות
1177823,1.85,2026-07-23,גילת טלקום אג ג,"אג""ח להמרה"
1178144,0.9433,2026-07-23,רציו מימון אגחד,"אג""ח קונצרני"
1178235,0.9516,2026-07-23,אלביט מע' אגח ב,"אג""ח קונצרני"
1178250,0.8893,2026-07-23,אלביט מע' אגח ג,"אג""ח קונצרני"
1178268,0.8745,2026-07-23,אלביט מע' אגח ד,"אג""ח קונצרני"
1178276,3.301,2026-07-23,ברקת,מניה רגילה
1178284,3,2026-07-23,ספידווליו,מניה רגילה
1178292,1.1441,2026-07-23,אפי נכסים אגחיג,"אג""ח קונצרני"
1178334,73.72,2026-07-23,אקונרג'י,מניה רגילה
1178367,1.0797,2026-07-23,מגה אור אגח י,"אג""ח קונצרני"
1178375,1.102,2026-07-23,מגה אור אגח יא,"אג""ח קונצרני"
1178417,0.912,2026-07-23,שפיר הנדס אגח ג,"אג""ח קונצרני"
1178474,1.508,2026-07-23,מנרה יהש-ש,יחידת השתתפות
1178490,1.74,2026-07-23,סקודיקס,מניה רגילה
1178672,1.0846,2026-07-23,עזריאלי אגח ז,"אג""ח קונצרני"
1178680,1.0732,2026-07-23,עזריאלי אגח ח,"אג""ח קונצרני"
1178714,7.113,2026-07-23,טרמינל איקס,מניה רגילה
1178722,158.5,2026-07-23,רימון,מניה רגילה
1178797,1.1566,2026-07-23,מישורים אגח ט,"אג""ח קונצרני"
1178862,2.224,2026-07-23,ג'נגו,מניה רגילה
1178912,0.515,2026-07-23,אריקה כרמל,מניה רגילה
1178920,0.6481,2026-07-23,דה לסר אגח ז,"אג""ח קונצרני"
1179019,1.0268,2026-07-23,סטרוברי אגח ג,"אג""ח קונצרני"
1179043,13.5,2026-07-23,באפ טכנו',מניה רגילה
1179134,1.1501,2026-07-23,דוראל אגח א,"אג""ח קונצרני"
1179142,13.15,2026-07-23,טופ גאם,מניה רגילה
1179290,1.0112,2026-07-23,גלובל כנפ אגח ג,"אג""ח קונצרני"
1179340,1.1546,2026-07-23,נופר אנרג אגח א,"אג""ח קונצרני"
1179662,2.34,2026-07-23,ארבה רובוטיקס,מניה רגילה
1179753,12.78,2026-07-23,מכלול מימון,מניה רגילה
1179928,0.9285,2026-07-23,כלל הון אגח יב,"אג""ח קונצרני"
1179993,1.089,2026-07-23,רב בריח,מניה רגילה
1180173,18.14,2026-07-23,טראלייט,מניה רגילה
1180181,0.729,2026-07-23,גרופ 107,מניה רגילה
1180306,2.019,2026-07-23,ווטר אי או,מניה רגילה
1180355,0.9717,2026-07-23,או.פי.סי אגח ג,"אג""ח קונצרני"
1180595,8.675,2026-07-23,בוליגו,מניה רגילה
1180660,0.8801,2026-07-23,ממשל שקלית 0432,"אג""ח ממשלתי שחר"
1180686,8.031,2026-07-23,טונדו סמארט,מניה רגילה
1180876,5.803,2026-07-23,פיימנט,מניה רגילה
1181007,0.9543,2026-07-23,ביג אגח יט,"אג""ח קונצרני"
1181197,2.8071,2026-07-23,ממשל גלובל07/30,"אג""ח ממשלתית גלובלית"
1181221,3.3417,2026-07-23,ממשל גלובל01/29,"אג""ח ממשלתית גלובלית"
1181239,3.6855,2026-07-23,ממשל גלובל01/27,"אג""ח ממשלתית גלובלית"
1181437,13.68,2026-07-23,אפי קפיטל,מניה רגילה
1181569,6.547,2026-07-23,סופרין,מניה רגילה
1181627,5.073,2026-07-23,נאוויטס פט אג ד,"אג""ח להמרה"
1181643,0.931,2026-07-23,אלומה תשתיות,מניה רגילה
1181676,0.986,2026-07-23,מצלאוי-ס אג ז,"אג""ח להמרה"
1181742,16.43,2026-07-23,טורבוג'ן,מניה רגילה
1181924,0.9197,2026-07-23,סופרגז פא אגח ב,"אג""ח קונצרני"
1181932,1.798,2026-07-23,תומר מזון,מניה רגילה
1182054,1.1307,2026-07-23,ירושליםהנ אגחיח,"אג""ח קונצרני"
1182187,1.1095,2026-07-23,קיסטון אינ אגחא,"אג""ח קונצרני"
1182260,1.191,2026-07-23,קונטיניואל-ש,מניה רגילה
1182385,1.1472,2026-07-23,בינל הנפק אגחיב,"אג""ח קונצרני"
1182484,7.425,2026-07-23,אייקון גרופ,מניה רגילה
1182542,0.5575,2026-07-23,מירלנד אגח ח,"אג""ח קונצרני"
1182559,0.04,2026-07-23,מירלנד אג ט-ש,"אג""ח להמרה"
1182591,3.206,2026-07-23,אפיטומי מדיקל,מניה רגילה
1182666,0.9175,2026-07-23,הראל הנפ אגח יח,"אג""ח קונצרני"
1182799,0.9606,2026-07-23,לוינשט נכ אגח ג,"אג""ח קונצרני"
1182831,1.134,2026-07-23,מימון ישיר אגחה,"אג""ח קונצרני"
1182898,0.555,2026-07-23,מדיפרס יהש,יחידת השתתפות
1182948,0.9484,2026-07-23,פרטנר אגח ח,"אג""ח קונצרני"
1182955,0.95,2026-07-23,מגדל הון אגח ח,"אג""ח קונצרני"
1182989,1.1296,2026-07-23,אשטרום קב אגח ד,"אג""ח קונצרני"
1183037,0.9617,2026-07-23,איידיאייהנ הת ו,"אג""ח קונצרני"
1183151,1.0311,2026-07-23,גירון אגח ח,"אג""ח קונצרני"
1183169,0.9945,2026-07-23,אקסטל אגח ד,"אג""ח קונצרני"
1183193,1.105,2026-07-23,רני צים אגח ג,"אג""ח קונצרני"
1183441,46.1,2026-07-23,אינבסקו.חוץ,"מניות בחו""ל-מניות גיאוגרפי - חשופת מט""ח-אמריקה- שווקים מפותחים"
1183458,318.7,2026-07-23,אינבסקו.חוץ.P.SCORED&S,"מניות בחו""ל-מניות גיאוגרפי - חשופת מט""ח-אמריקה- שווקים מפותחים"
1183466,1333.5,2026-07-23,אינבסקו.חוץPUCITSETF&FINS,"מניות בחו""ל-מניות לפי ענפים בחו""ל - חשופת מט""ח-Financial"
1183474,2409,2026-07-23,אינבסקו.חוץP.HEALTCARE&S,"מניות בחו""ל-מניות לפי ענפים בחו""ל - חשופת מט""ח-Health Care"
1183482,168.4,2026-07-23,אינבסקו.חוץNASDAQ.FINTECH,"מניות בחו""ל-מניות לפי ענפים בחו""ל - חשופת מט""ח-Fintech"
1183490,251.6,2026-07-23,אינבסקו.חוץMSCIEMUCITSETF,"מניות בחו""ל-מניות גיאוגרפי - חשופת מט""ח-גלובלי- שווקים מתעוררים"
1183623,0.9896,2026-07-23,פרשקובסקי אגחיד,"אג""ח קונצרני"
1183656,14.67,2026-07-23,בית בכפר,מניה רגילה
1183714,0.9834,2026-07-23,נקסטקום אגח ג,"אג""ח קונצרני"
1183730,1.1657,2026-07-23,סולאיר אגח א,"אג""ח קונצרני"
1183813,12.06,2026-07-23,אימאג'סט,מניה רגילה
1183920,0.9423,2026-07-23,סאמיט אגח יב,"אג""ח קונצרני"
1183979,1.1146,2026-07-23,אלון רבוע אגח ז,"אג""ח קונצרני"
1184076,0.7639,2026-07-23,ממשל שקלית 1152,"אג""ח ממשלתי שחר"
1184167,0.9682,2026-07-23,יו.אמ.איץ' אגחא,"אג""ח קונצרני"
1184191,0.9591,2026-07-23,מנורה הון התח ז,"אג""ח קונצרני"
1184282,45.99,2026-07-23,יו.אמ.איץ',מנית ריט
